,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_lr,param_max_epochs,param_module__activation_fun,param_module__hidden_layers,param_module__num_units,param_optimizer,param_optimizer__momentum,param_optimizer__nesterov,param_optimizer__weight_decay,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
722,6.158172631263733,0.8812095854222717,0.009056520462036134,0.014466036721435135,883,0.012989351140203605,1000,relu,1,112,<class 'torch.optim.sgd.SGD'>,0.9,False,0.06044213801276193,"{'batch_size': 883, 'lr': 0.012989351140203605, 'max_epochs': 1000, 'module__activation_fun': 'relu', 'module__hidden_layers': 1, 'module__num_units': 112, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.06044213801276193}",1.289729114593868,1.372879464403355,1.4330985216157777,1.4723469723660247,1.486961071316461,1.5493625828198023,1.5308402460208512,1.261980785967264,1.4697855942903604,1.2663721112590847,1.4133356464652849,0.10305955453447495,341
681,4.816759634017944,0.861941515060406,0.00926053524017334,0.01433862290819003,819,0.20298281995386958,1000,sigmoid,2,6,<class 'torch.optim.sgd.SGD'>,0.9,False,0.022645782189652932,"{'batch_size': 819, 'lr': 0.20298281995386958, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 2, 'module__num_units': 6, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.022645782189652932}",1.3389269211714654,1.3150960912269758,1.4270933702994222,1.6131602466330492,1.3829899863304949,1.4954011798241085,1.4538219240669132,1.3217065470727314,1.4602927051316528,1.3658346722579815,1.4174323644014795,0.08791526188628361,340
466,2.3919631958007814,0.4120086381252774,0.008458733558654785,0.0133992468691064,706,0.049007352390129426,1000,sigmoid,1,112,<class 'torch.optim.sgd.SGD'>,0.9,True,0.0251357061223883,"{'batch_size': 706, 'lr': 0.049007352390129426, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 1, 'module__num_units': 112, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.0251357061223883}",1.333683967030138,1.36967750297005,1.416876129694003,1.5804563319324552,1.4596518403605412,1.5354527282087427,1.4962388464718832,1.3281061217412913,1.51829046391903,1.2905533600485686,1.4328987292376703,0.09468417369242144,339
911,4.640043163299561,1.0301406587435513,0.008849453926086426,0.013180440818922253,844,0.2783012293128819,1000,sigmoid,1,11,<class 'torch.optim.sgd.SGD'>,0.95,False,0.011073478419103156,"{'batch_size': 844, 'lr': 0.2783012293128819, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 1, 'module__num_units': 11, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.95, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.011073478419103156}",1.2092080809512085,1.2045279402930038,1.3725511123587315,1.4158937531082254,1.7564931807661415,1.4115130207256268,1.3789082514052105,1.2424763221489756,2.1728703864759074,1.2373437858327772,1.4401785834065808,0.2890913240648271,338
952,5.255527687072754,1.0522099632727882,0.009126758575439453,0.014324071945827646,1191,0.05685180431621555,1000,sigmoid,2,30,<class 'torch.optim.sgd.SGD'>,0.9,False,0.02724836659962827,"{'batch_size': 1191, 'lr': 0.05685180431621555, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 2, 'module__num_units': 30, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.02724836659962827}",1.4610228857263587,1.3342475959176856,1.4853484911241925,1.5361060516390586,1.5105075572330253,1.5704041123950392,1.526012386202364,1.385809397198876,1.489870761906294,1.3694667181169444,1.466879595745984,0.07447590331285474,337
60,5.246321034431458,1.2099414420223764,0.01150214672088623,0.01963624501718258,1014,0.015843405904821358,1000,tanh,1,42,<class 'torch.optim.sgd.SGD'>,0.95,True,0.09334169149464079,"{'batch_size': 1014, 'lr': 0.015843405904821358, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 1, 'module__num_units': 42, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.95, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.09334169149464079}",1.3899534425341098,1.3986869364752805,1.5440960455321728,1.5766806859607088,1.486851971456431,1.5632178371674137,1.4836414977628039,1.398633606227717,1.5837477824013484,1.3167102146385745,1.4742220020156558,0.08881152353639715,336
27,5.893660402297973,1.8562477229043928,0.022741103172302247,0.028302025884760964,1132,0.011556982000187784,1000,tanh,1,59,<class 'torch.optim.sgd.SGD'>,0.9,True,0.06758947255642067,"{'batch_size': 1132, 'lr': 0.011556982000187784, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 1, 'module__num_units': 59, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.06758947255642067}",1.3806015503473748,1.3578584444169934,1.5437386909821875,1.6224765531102519,1.4397576036757993,1.5479296862630916,1.4990091985721785,1.3938796638994289,1.602123290412408,1.359446004484639,1.4746820686164352,0.09609230714261122,335
98,3.7709325790405273,1.2800651013007776,0.013419055938720703,0.01965587495032294,980,0.14984242160517525,1000,sigmoid,1,12,<class 'torch.optim.sgd.SGD'>,0.95,True,0.008596481115670207,"{'batch_size': 980, 'lr': 0.14984242160517525, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 1, 'module__num_units': 12, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.95, 'optimizer__nesterov': True, 'optimizer__weight_decay': 0.008596481115670207}",1.2933240982150673,1.7801959114079189,1.7707333424709792,1.5516997606010365,1.3709749332944254,1.4510311480975688,1.453975943918515,1.3463671670708441,1.3957216955889435,1.3348381829758484,1.4748862183641147,0.16547088348108477,334
797,5.481755352020263,1.5459606911216557,0.009569716453552247,0.015558884734031105,1161,0.018100433555564118,1000,tanh,1,10,<class 'torch.optim.sgd.SGD'>,0.9,False,0.06209670220128148,"{'batch_size': 1161, 'lr': 0.018100433555564118, 'max_epochs': 1000, 'module__activation_fun': 'tanh', 'module__hidden_layers': 1, 'module__num_units': 10, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.06209670220128148}",1.477986874324935,1.3591875060552494,1.4993992289878373,1.732589215040207,1.4097820447015583,1.551626577777298,1.5081720085520494,1.3675032676498693,1.5457835432730223,1.3768883295018564,1.4828918595863883,0.10824200681508861,333
421,2.6681040048599245,0.5445741704517902,0.0032326459884643556,0.000794336486445678,691,0.03021459494840145,1000,sigmoid,2,92,<class 'torch.optim.sgd.SGD'>,0.9,False,0.036520506523250756,"{'batch_size': 691, 'lr': 0.03021459494840145, 'max_epochs': 1000, 'module__activation_fun': 'sigmoid', 'module__hidden_layers': 2, 'module__num_units': 92, 'optimizer': <class 'torch.optim.sgd.SGD'>, 'optimizer__momentum': 0.9, 'optimizer__nesterov': False, 'optimizer__weight_decay': 0.036520506523250756}",1.4477948946668242,1.3811597007333785,1.4824213055627686,1.6351779680138916,1.478697576244971,1.575689281007849,1.5415873143793946,1.4151562647263807,1.4769938845271455,1.463812680407004,1.4898490870269607,0.07165856616170795,332
